virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank
Serratia phage PS2	NC_024121	RefSeq	Serratia marcescens	615	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Serratia phage SM9-3Y	NC_047774	RefSeq	Serratia marcescens	615	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Serratia phage vB-Sru-IME250	NC_042047	RefSeq	Serratia rubidaea	61652	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Serratia phage vB_SmaA_3M	NC_048736	RefSeq	Serratia marcescens	615	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Serratia phage vB_SmaM_ 2050HW	NC_048668	RefSeq	Serratia marcescens	615	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Serratia phage X20	NC_055728	NCBI Virus, RefSeq	Serratia sp. ATCC 39006	104623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	species
Shewanella phage Spp001	NC_023594	RefSeq	Shewanella putrefaciens	24	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella phage SppYZU05	NC_047824	RefSeq	Shewanella putrefaciens	24	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/4	NC_025436	NCBI Virus	Shewanella sp.	50422	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/4	NC_025436	Literature	Shewanella sp. 4	1386772	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/40	NC_025470	NCBI Virus	Shewanella sp.	50422	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/40	NC_025470	Literature	Shewanella sp. 40	1386773	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/41	NC_025458	NCBI Virus	Shewanella sp.	50422	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/41	NC_025458	Literature	Shewanella sp. 41	1386774	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/44	NC_025463	NCBI Virus	Shewanella sp.	50422	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 1/44	NC_025463	Literature	Shewanella sp. 44	1386775	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 3/49	NC_025466	NCBI Virus	Shewanella sp.	50422	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shewanella sp. phage 3/49	NC_025466	Literature	Shewanella sp. 49	1386776	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	species
Shigella phage 75/02 Stx	NC_029120	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Ag3	NC_013693	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Buco	NC_048174	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage CM8	NC_054939	RefSeq	Escherichia coli BL21	511693	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage DS8	NC_054650	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage EP23	NC_016566	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage JK16	NC_049814	RefSeq	Escherichia coli DH5[alpha]	668369	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage JK45	NC_054940	RefSeq	Escherichia coli DH5[alpha]	668369	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage KNP5	NC_055713	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage MK-13	NC_049455	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage phi25-307	NC_055734	NCBI Virus, RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage POCJ13	NC_025434	RefSeq	Shigella flexneri 2a	42897	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella flexneri	serotype
Shigella phage pSb-1	NC_023589	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSf-1	NC_021331	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSf-2	NC_026010	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSs-1	NC_025829	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sd1	NC_047847	RefSeq	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sd1	NC_047847	RefSeq	Escherichia coli B	37762	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf11 SMD-2017	NC_054636	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf12	NC_047848	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf12	NC_047848	RefSeq	Escherichia coli B	37762	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf13	NC_042017	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf14	NC_042075	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf17	NC_042076	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf17	NC_042076	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	RefSeq	Escherichia coli K-12	83333	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf22	NC_042039	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	RefSeq	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	RefSeq	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	RefSeq	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf24	NC_042078	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf6	NC_005344	Literature, RefSeq, UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfII	NC_021857	UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sfin-1	NC_047998	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfIV	NC_022749	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfMu	NC_027382	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SFN6B	NC_047929	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SFPH2	NC_048025	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SH6	NC_047785	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SH7	NC_054942	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHBML-50-1	NC_031085	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Shf125875	NC_025437	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Shfl2	NC_015457	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHFML-11	NC_030953	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHFML-26	NC_031011	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHSML-45	NC_031022	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHSML-52-1	NC_031090	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SP18	NC_014595	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Ss-VASD	NC_028685	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SSP1	NC_047881	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SflS-ISF001	NC_047863	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage VB_Ship_A7	NC_048180	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SsoS-ISF002	NC_041995	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SsoS_008	NC_048150	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus 2019SD1	NC_049820	NCBI Virus, RefSeq	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Sf6	AF547987	Literature, NCBI Virus, RefSeq, UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Sfin-3	NC_049831	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Shfl1	NC_015456	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Silicibacter phage DSS3phi2	NC_012697	NCBI Virus, RefSeq	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	strain
Sinorhizobium phage ort11	NC_049469	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage PBC5	NC_003324	NCBI Virus, RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiLM21	NC_029046	NCBI Virus, RefSeq	Sinorhizobium sp. LM21	1449788	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM12	NC_027204	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM7	NC_041929	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM9	NC_028676	NCBI Virus, RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiN3	NC_028945	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sodalis phage phiSG1	NC_007902	NCBI Virus, RefSeq	Sodalis glossinidius str. 'morsitans'	343509	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis; Sodalis glossinidius	strain
Sodalis phage SO1	NC_013600	RefSeq	Sodalis glossinidius	63612	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis	species
Sphingobium phage Lacusarx	NC_041927	RefSeq	Sphingobium sp. IP1	2021637	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium	species
Sphingomonas phage PAU	NC_019521	NCBI Virus, RefSeq	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species
Sphingomonas phage Scott	NC_048029	RefSeq	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species
Spiroplasma phage C74	NC_003793	RefSeq	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma phage C74	NC_003793	UniProt	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma phage R8A2B	NC_001365	RefSeq, UniProt	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma virus SkV1CR23x	NC_009987	NCBI Virus, RefSeq	Spiroplasma kunkelii	47834	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma virus SpV4	NC_003438	NCBI Virus, RefSeq, UniProt	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Staphylococcus phage 23MRA	NC_028775	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 2638A	NC_007051	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 3 AJ-2017	NC_048644	Literature	Staphylococcus aureus subsp. aureus COL	93062	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage 3MRA	NC_028917	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 66	NC_007046	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 676Z	NC_047724	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 6ec	NC_024355	Literature	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
