virus_name	viral_acc	report_host	gcf	find_taxrank
Escherichia phage Pollock	NC_027381	Escherichia coli	GCF_000008865.2	species
Escherichia phage pro147	NC_028896	Escherichia coli	GCF_000008865.2	species
Escherichia phage pro483	NC_028943	Escherichia coli	GCF_000008865.2	species
Escherichia phage PTXU04	NC_048193	Escherichia coli	GCF_000008865.2	species
Escherichia phage Qbeta	AF059242	Escherichia coli	GCF_000008865.2	species
Escherichia phage RB16	HM134276	Escherichia coli	GCF_000008865.2	species
Escherichia phage RB3	NC_025419	Escherichia coli B	GCF_001559615.2	strain
Escherichia phage RB43	AY967407	Escherichia coli	GCF_000008865.2	species
Escherichia phage RB49	NC_005066	Escherichia coli	GCF_000008865.2	species
Escherichia phage RB69	NC_004928	Escherichia coli	GCF_000008865.2	species
Escherichia phage RCS47	NC_042128	Escherichia coli	GCF_000008865.2	species
Escherichia phage Ro45lw	NC_048136	Escherichia coli	GCF_000008865.2	species
Escherichia phage SECphi27	NC_047938	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage Seurat	NC_027378	Escherichia coli	GCF_000008865.2	species
Escherichia phage SF	NC_055749	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage SH2026Stx1	NC_049919	Escherichia coli K-12	GCF_000005845.2	strain
Escherichia phage SH2026Stx1	NC_049919	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage Skarpretter	NC_048112	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage slur01	NC_028831	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur02	NC_028927	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur03	NC_042129	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur04	NC_042130	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur05	NC_028901	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur14	NC_028448	Escherichia coli	GCF_000008865.2	species
Escherichia phage slur16	NC_028248	Escherichia coli	GCF_000008865.2	species
Escherichia phage Sortsne	NC_048178	Escherichia coli K-12	GCF_000005845.2	strain
Escherichia phage SP15	NC_048627	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage SRT7	NC_048002	Escherichia coli	GCF_000008865.2	species
Escherichia phage SRT8	NC_042043	Escherichia coli BL21	GCF_014263375.1	strain
Escherichia phage SSL-2009a	FJ750948	Escherichia coli	GCF_000008865.2	species
Escherichia phage St-1	NC_012868	Escherichia coli K-12	GCF_000005845.2	strain
Escherichia phage ST0	NC_041990	Escherichia coli H8	GCF_000008865.2	species
Escherichia phage ST31	NC_047829	Escherichia coli	GCF_000008865.2	species
Escherichia phage ST32	NC_047830	Escherichia coli H21	GCF_000008865.2	species
Escherichia phage Stx2 II	NC_004914	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage SUSP2	NC_028935	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage T1	NC_005833	Escherichia coli	GCF_000008865.2	species
Escherichia phage T5	NC_005859	Escherichia coli	GCF_000008865.2	species
Escherichia phage T7	NC_001604	Escherichia coli	GCF_000008865.2	species
Escherichia phage teqdroes	NC_054932	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage teqhad	NC_054933	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage teqskov	NC_054934	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage tiwna	NC_054896	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage TL-2011b	NC_019445	Escherichia coli O103:H25	GCF_000008865.2	species
Escherichia phage TL-2011b	NC_019445	Escherichia coli O103:H25 str. NIPH-11060424	GCF_000008865.2	species
Escherichia phage TL-2011c	NC_019442	Escherichia coli O103:H25	GCF_000008865.2	species
Escherichia phage Tls	NC_009540	Escherichia coli B	GCF_001559615.2	strain
Escherichia phage tonijn	NC_049818	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage tonn	NC_049815	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage tonnikala	NC_049817	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage tuntematon	NC_052660	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage tunus	NC_049816	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage UAB_Phi78	NC_020414	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Escherichia phage UFV-AREG1	NC_031030	Escherichia coli O157	GCF_008727195.1	serogroup
Escherichia phage ukendt	NC_052661	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	no rank
Escherichia phage Utah	NC_053002	Escherichia coli	GCF_000008865.2	species
Escherichia phage V18	NC_041937	Escherichia coli	GCF_000008865.2	species
Escherichia phage V5	NC_011041	Escherichia coli O157	GCF_008727195.1	serogroup
Escherichia phage vB_EcoM-12474III	NC_049457	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-ep3	NC_025430	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-fFiEco06	NC_054914	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-G28	NC_054916	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-Ro121c4YLVW	NC_052654	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-UFV13	NC_031103	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM-VpaE1	NC_027337	Escherichia coli B	GCF_001559615.2	strain
Escherichia phage vb_EcoM-VR5	NC_028881	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_005	NC_055783	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_005	NC_055783	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoM_112	NC_024125	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_4HA13	NC_049466	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_ACG-C40	NC_019399	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_Alf5	NC_031082	Escherichia coli K-12	GCF_000005845.2	strain
Escherichia phage vB_EcoM_AYO145A	NC_028825	Escherichia coli O145:NM	GCF_000008865.2	species
Escherichia phage vB_EcoM_DalCa	NC_054908	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_ECO1230-10	NC_027995	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_ECOO78	NC_041926	Escherichia coli O78	GCF_020217445.1	serogroup
Escherichia phage vB_EcoM_G4498	NC_054918	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_G4507	NC_054919	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_G50	NC_054917	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_G8	NC_054915	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_G9062	NC_054920	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_Goslar	NC_048170	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_IME537	NC_054921	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_KAW1E185	NC_054922	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_KWBSE43-6	NC_048186	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_NBG2	NC_054925	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_OE5505	NC_054926	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_Ozark	NC_054927	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_PhAPEC2	NC_024794	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_Schickermooser	NC_048196	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_VR20	NC_028894	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_VR25	NC_028925	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_VR26	NC_028957	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_VR7	NC_014792	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_WFC	NC_048195	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoM_WFH	NC_048194	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_24B	NC_027984	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoP_ACG-C91	NC_019403	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_B	NC_047806	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_C	NC_047807	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_F	NC_047808	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_G7C	NC_015933	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_K	NC_047809	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_PhAPEC5	NC_024786	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_PhAPEC7	NC_024790	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoP_S523	NC_047984	Escherichia coli MC1061	GCF_000008865.2	species
Escherichia phage vB_EcoP_SU10	NC_027395	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS Sa179lw	NC_054637	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS-12210I	NC_049813	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS-95	NC_048132	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS-DELF2	NC_049832	Escherichia coli	GCF_000008865.2	species
Escherichia phage VB_EcoS-Golestan	NC_042084	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS-IME253	NC_047810	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_ACG-M12	NC_019404	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_AHP42	NC_024793	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoS_AHS24	NC_024784	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoS_AKFV33	NC_017969	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_AKS96	NC_024789	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoS_CEB_EC3a	NC_047812	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_ESCO41	NC_047820	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_FFH_1	NC_024139	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage vB_EcoS_G29-2	NC_049822	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_HdH2	NC_048748	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_IME347	NC_047960	Escherichia coli BL21(DE3)	GCF_019754155.1	strain
Escherichia phage vB_EcoS_IME542	NC_048208	Escherichia coli BL21(DE3)	GCF_019754155.1	strain
Escherichia phage vB_EcoS_NBD2	NC_031050	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_PHB17	NC_054892	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_EcoS_SH2	NC_047828	Escherichia coli MC1061	GCF_000008865.2	species
Escherichia phage vB_EcoS_swan01	NC_048202	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_vPM_PD06	NC_052653	Escherichia coli	GCF_000008865.2	species
Escherichia phage vB_vPM_PD112	NC_054928	Escherichia coli	GCF_000008865.2	species
Escherichia phage VEcB	NC_052663	Escherichia coli	GCF_000008865.2	species
Escherichia phage vojen	NC_049824	Escherichia coli K-12	GCF_000005845.2	strain
Escherichia phage WG01	NC_031928	Escherichia coli	GCF_000008865.2	species
Escherichia phage Wphi	NC_005056	Escherichia coli W	GCF_000258145.1	strain
Escherichia phage wV7	NC_019505	Escherichia coli	GCF_000008865.2	species
Escherichia phage wV8	NC_012749	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia phage YD-2008.s	NC_027383	Escherichia coli	GCF_000008865.2	species
Escherichia phage YUEEL01	NC_054935	Escherichia coli	GCF_000008865.2	species
Escherichia phage YZ1	NC_047927	Escherichia coli	GCF_000008865.2	species
Escherichia phage ZG49	NC_047777	Escherichia coli	GCF_000008865.2	species
Escherichia Stx1 converting phage	NC_004913	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia Stx1-converting recombinant phage HUN/2013	KJ909655	Escherichia coli	GCF_000008865.2	species
Escherichia Stx1-converting recombinant phage HUN/2013	KJ909655	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia typing phage 1	NC_041979	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia virus AAPEc6	NC_047769	Escherichia coli	GCF_000008865.2	species
Escherichia virus BF23	NC_042564	Escherichia coli	GCF_000008865.2	species
Escherichia virus BF23	NC_042564	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Escherichia virus BZ13	NC_001426	Escherichia coli	GCF_000008865.2	species
Escherichia virus DT57C	NC_027356	Escherichia coli	GCF_000008865.2	species
Escherichia virus FI	NC_028902	Escherichia coli HS	GCF_000017765.1	strain
Escherichia virus I22	NC_001332	Escherichia coli	GCF_000008865.2	species
Escherichia virus JL1	NC_019419	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia virus K1-5	NC_008152	Escherichia coli	GCF_000008865.2	species
Escherichia virus K1E	NC_007637	Escherichia coli	GCF_000008865.2	species
Escherichia virus KFS-EC	NC_055757	Escherichia coli O157:H7	GCF_000008865.2	species
Escherichia virus Lambda	NC_001416	Escherichia coli	GCF_000008865.2	species
Escherichia virus Lambda_1H12	NC_049947	Escherichia coli	GCF_000008865.2	species
Escherichia virus Lambda_2B8	NC_049952	Escherichia coli	GCF_000008865.2	species
Escherichia virus Lambda_2G7b	NC_049954	Escherichia coli	GCF_000008865.2	species
Escherichia virus Lambda_4A7	NC_049946	Escherichia coli	GCF_000008865.2	species
Escherichia virus M13	NC_003287	Escherichia coli	GCF_000008865.2	species
Escherichia virus MS2	EF108464	Escherichia coli HS	GCF_000017765.1	strain
Escherichia virus mutPK1A2	NC_047889	Escherichia coli	GCF_000008865.2	species
Escherichia virus mutPK1A2	NC_047889	Escherichia coli K1	GCF_000008865.2	species
Escherichia virus P2	AF063097	Escherichia coli C	GCF_002079225.1	strain
Escherichia virus P2-2H1	NC_049386	Escherichia coli	GCF_000008865.2	species
Escherichia virus P2-2H4	NC_049385	Escherichia coli	GCF_000008865.2	species
Escherichia virus P2-4A7b	NC_049390	Escherichia coli	GCF_000008865.2	species
Escherichia virus P2-4B2	NC_049387	Escherichia coli	GCF_000008865.2	species
Escherichia virus P2-4C9	NC_049388	Escherichia coli	GCF_000008865.2	species
Escherichia virus P2-4E6b	NC_049389	Escherichia coli	GCF_000008865.2	species
Escherichia virus P88-4B11	NC_049391	Escherichia coli	GCF_000008865.2	species
Escherichia virus Qbeta	NC_001890	Escherichia coli	GCF_000008865.2	species
Escherichia virus RB16	NC_014467	Escherichia coli	GCF_000008865.2	species
Escherichia virus RB32	NC_008515	Escherichia coli	GCF_000008865.2	species
Escherichia virus Rtp	NC_007603	Escherichia coli	GCF_000008865.2	species
Escherichia virus SSL2009a	NC_012223	Escherichia coli	GCF_000008865.2	species
Escherichia virus T4	NC_000866	Escherichia coli	GCF_000008865.2	species
Escherichia virus Vec13	NC_048023	Escherichia coli	GCF_000008865.2	species
Escherichia virus VEc3	NC_047899	Escherichia coli	GCF_000008865.2	species
Escherichia virus VEc33	NC_048818	Escherichia coli	GCF_000008865.2	species
Faecalibacterium phage FP_Brigit	NC_047909	Faecalibacterium prausnitzii	GCF_003312465.1	species
Faecalibacterium phage FP_Epona	NC_047910	Faecalibacterium prausnitzii	GCF_003312465.1	species
Faecalibacterium phage FP_Lagaffe	NC_047911	Faecalibacterium prausnitzii	GCF_003312465.1	species
Faecalibacterium phage FP_Lugh	NC_047912	Faecalibacterium prausnitzii	GCF_003312465.1	species
